ＮＯ,名称,名称カナ,住所,緯度,経度,管理先電話番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収用人数,ＵＲＬ,備　考
1504,サンライフ山陽,サンライフサンヨウ,山口県山陽小野田市大字埴生2156,34.04475868,131.0765685,0836-82-1111,35216,山口県,山陽小野田市,1,1,1,1,1,,1,1,,2281(2㎡あたり1人）,https://www.city.sanyo-onoda.lg.jp/soshiki/2/hinan.html,
1505,防災公園,ボウサイコウエン,山口県大島郡周防大島町大字久賀５０６６-５,33.94669438,132.2616482,"0820-74-1000
(周防大島町総務課）",35305,山口県,大島郡周防大島町,1,1,,1,1,1,1,,,800(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1506,長浦スポーツ海浜スクエアグラウンド,ナガウラスポーツカイヒンスクエアグラウンド,山口県大島郡周防大島町大字椋野１５０,33.96193906,132.2343383,"0820-79-1003
(周防大島町商工観光課）",35305,山口県,大島郡周防大島町,1,1,1,1,1,1,1,,,800(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1507,旧椋野小学校グラウンド,キュウムクノショウガッコウグラウンド,山口県大島郡周防大島町大字椋野１３２８-１,33.9559609,132.2316055,"0820-78-0700
(周防大島町教育委員会総務課）",35305,山口県,大島郡周防大島町,1,1,1,1,1,1,1,,,200(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1508,三蒲小学校グラウンド,ミガマショウガッコウグラウンド,山口県大島郡周防大島町大字東三蒲１１０６-１,33.94527744,132.2150169,"0820-74-2319
(三蒲小学校)",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,352(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1509,旧屋代小学校グラウンド,キュウヤシロショウガッコウグラウンド,山口県大島郡周防大島町大字西屋代１６１９,33.91920593,132.2055418,"0820-78-0700
(周防大島町教育委員会総務課）",35305,山口県,大島郡周防大島町,1,1,1,1,1,1,1,,,242(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1510,大島中学校グラウンド,オオシマチュウガッコウグラウンド,山口県大島郡周防大島町大字西屋代２５９８,33.92430496,132.1981251,"0820-74-2074
(大島中学校)",35305,山口県,大島郡周防大島町,,1,1,1,,1,,,,705(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1511,大島商船高等専門学校グラウンド,オオシマショウセンコウトウセンモンガッコウグラウンド,山口県大島郡周防大島町大字小松１０９１-１,33.93615234,132.1914047,"0820-74-5440
(大島商船高等専門学校)",35305,山口県,大島郡周防大島町,,1,,1,,1,,,,1800(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1512,明新小学校グラウンド,メイシンショウガッコウグラウンド,山口県大島郡周防大島町大字小松開作１２１-１,33.92871243,132.1904457,"0820-74-2021
(明新小学校)",35305,山口県,大島郡周防大島町,,1,,1,,1,,,,347(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1513,沖浦小学校グラウンド,オキウラショウガッコウグラウンド,山口県大島郡周防大島町大字横見３４６-１,33.89093323,132.1910171,"0820-76-0007
(沖浦小学校)",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,240(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1514,油田小学校グラウンド,ユダショウガッコウグラウンド,山口県大島郡周防大島町大字伊保田１１９５,33.9391305,132.4388281,"0820-75-0006
(油田小学校)",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,250(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1515,旧和田小学校グラウンド,キュウワダショウガッコウグラウンド,山口県大島郡周防大島町大字和田１４０３－１,33.92788566,132.4030477,"0820-78-0700
(周防大島町教育委員会総務課）",35305,山口県,大島郡周防大島町,1,,,1,1,1,1,,,130(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1516,内入農村公園,ウチノニュウノウソンコウエン,山口県大島郡周防大島町大字内入５０５,33.92424612,132.3954958,"0820-79-1002
(周防大島町農林課)",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,50(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1517,小泊農村公園,コドマリノウソンコウエン,山口県大島郡周防大島町大字小泊１２２,33.91932287,132.3914403,"0820-79-1002
(周防大島町農林課)",35305,山口県,大島郡周防大島町,1,1,1,1,1,1,1,,,60(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1518,旧開導小学校グラウンド,キュウカイドウショウガッコウグラウンド,山口県大島郡周防大島町大字和佐３４４,33.91688952,132.3792189,"0820-78-1110
(周防大島町東和総合支所)",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,100(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1519,サン・スポーツランドグラウンド,サン・スポーツランドグラウンド,山口県大島郡周防大島町大字平野１２１２-１,33.89816568,132.3607781,"0820-79-1003
(周防大島町商工観光課）",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,200(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1520,片添ケ浜海浜公園,カタゾエガハマカイヒンコウエン,山口県大島郡周防大島町大字平野１１６０－１外,33.89609306,132.36064,"0820-79-1003
(周防大島町商工観光課）",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,―,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1521,東和中学校グラウンド,トウワチュウガッコウグラウンド,山口県大島郡周防大島町大字西方２０４８－１,33.90204319,132.3422186,"0820-78-0020
(東和中学校)",35305,山口県,大島郡周防大島町,1,,,1,,1,1,,,500(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1522,東和グラウンド,トウワグラウンド,山口県大島郡周防大島町大字西方１５７５－１,33.89958391,132.3381096,"0820-78-2205
(周防大島町教育委員会社会教育課）",35305,山口県,大島郡周防大島町,1,,,1,1,1,1,,,750(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1523,秋老人憩の家前,アキロウジンイコイノイエマエ,山口県大島郡周防大島町大字秋４６２－１,33.88167277,132.2526221,自治会長,35305,山口県,大島郡周防大島町,1,,,1,1,1,1,,,500(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1524,橘ウインドパークグラウンド,タチバナウインドパークグラウンド,山口県大島郡周防大島町大字西安下庄３９２７－１４,33.89114574,132.2703975,"082077-2513
(橘ウインドパーク)",35305,山口県,大島郡周防大島町,1,1,,1,1,1,1,,,3000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1525,安下庄中学校グラウンド,アゲノショウチュウガッコウグラウンド,山口県大島郡周防大島町大字西安下庄５６２,33.89833873,132.2733127,"0820-77-0044
(安下庄中学校)",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,2000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1526,安下庄小学校グラウンド,アゲノショウショウガッコウグラウンド,山口県大島郡周防大島町大字西安下庄４１８,33.89903333,132.2753405,"0820-77-0061
(安下庄小学校)",35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,2000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1527,周防大島高等学校（安下庄校舎）グラウンド,スオウオオシマコウトウガッコウ（アゲノショウコウシャ）グラウンド,山口県大島郡周防大島町大字西安下庄４８９,33.89802289,132.2791194,"0820-77-1048
（山口県立周防大島高等学校安下庄校舎）",35305,山口県,大島郡周防大島町,1,,,1,,1,1,,,2000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1528,古城港湾用地,コジョウコウワンヨウチ,山口県大島郡周防大島町大字東安下庄１８６２－２１６外,33.9004623,132.2834713,"0820-22-0396
(柳井土木建築事務所)",35305,山口県,大島郡周防大島町,1,1,,1,,1,1,,,1000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1529,原漁港用地,ハラギョコウヨウチ,山口県大島郡周防大島町大字東安下庄３０１８－５外,33.90189879,132.288002,"0820-79-1004
(周防大島町水産課)",35305,山口県,大島郡周防大島町,1,1,,1,,1,1,,,2000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1530,鹿家区民館前,シシノイエクミンカンマエ,山口県大島郡周防大島町大字東安下庄４５８－２,33.8960453,132.3048378,自治会長,35305,山口県,大島郡周防大島町,1,,1,1,,1,1,,,100(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1531,森ノ下池跡,モリノシタイケアト,山口県大島郡周防大島町大字日前地内,33.91876548,132.2964079,自治会長,35305,山口県,大島郡周防大島町,1,,1,1,1,1,1,,,1500(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1532,日良居グラウンド,ヒライグラウンド,山口県大島郡周防大島町大字土居１４０３－１,33.91682162,132.303303,"0820-78-2205
(周防大島町教育委員会社会教育課）",35305,山口県,大島郡周防大島町,1,,,1,,1,1,,,2000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1533,島中小学校グラウンド,シマナカショウガッコウグラウンド,山口県大島郡周防大島町大字土居１３００－４,33.91715257,132.3045413,"0820-73-0508
(島中小学校)",35305,山口県,大島郡周防大島町,1,1,,1,,1,1,,,2000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1534,たちばな園グラウンド,タチバナエングラウンド,山口県大島郡周防大島町大字油良１０２０,33.9016764,132.3222155,"0820-73-1011
(たちばな園)",35305,山口県,大島郡周防大島町,1,1,1,1,1,1,1,,,1000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1535,浮島小学校グラウンド,ウカシマショウガッコウグラウンド,山口県大島郡周防大島町大字浮島２０５－１,33.95306883,132.3395943,"0820-73-0321
(浮島小学校)",35305,山口県,大島郡周防大島町,1,,,1,,1,1,,,1000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1536,江ノ浦漁港用地,エノウラギョコウヨウチ,山口県大島郡周防大島町大字浮島２８５－７,33.94679612,132.346438,"0820-79-1004
(周防大島町水産課)",35305,山口県,大島郡周防大島町,1,,,1,,1,1,,,1000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1537,樽見漁港用地,タルミギョコウヨウチ,山口県大島郡周防大島町大字浮島４９５－１,33.96059027,132.3503004,"0820-79-1004
(周防大島町水産課)",35305,山口県,大島郡周防大島町,1,1,,1,,1,1,,,1000(2㎡あたり1人）,http://www.town.suo-oshima.lg.jp/soumu/dosya_saigai_1.html,
1538,あけぼの公園,アケボノコウエン,山口県玖珂郡和木町和木町和木４丁目１２,34.20446573,132.2279318,―,35321,山口県,玖珂郡和木町,,1,,1,,,,,,864(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1539,さくら遊園地,サクラユウエンチ,山口県玖珂郡和木町和木町和木３丁目１,34.20383595,132.2248386,―,35321,山口県,玖珂郡和木町,,,,1,,,,,,552(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1540,下水道遊園地,ゲスイドウユウエンチ,山口県玖珂郡和木町和木町和木５丁目１０,34.20749664,132.230784,―,35321,山口県,玖珂郡和木町,,1,,1,,,,,,360(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1541,和木小学校,ワキショウガッコウ,山口県玖珂郡和木町和木町和木１丁目１３－１,34.20523609,132.2181213,0827-53-2655,35321,山口県,玖珂郡和木町,1,1,1,1,1,,,,1,2514(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1542,和木中学校,ワキチュウガッコウ,山口県玖珂郡和木町和木町和木２丁目５－２,34.20365399,132.2205106,0827-52-4328,35321,山口県,玖珂郡和木町,1,1,1,1,1,,,,1,5677(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1543,和木幼稚園,ワキヨウチエン,山口県玖珂郡和木町和木町和木２丁目１１－１,34.20634211,132.2218289,0827-52-2707,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,1510(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1544,和木保育所,ワキホイクショ,山口県玖珂郡和木町和木町和木２丁目９－１,34.20476343,132.2230792,0827-53-5551,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,160(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1545,和木町体育センター,ワキチョウタイイクセンター,山口県玖珂郡和木町和木町和木１丁目３－１３,34.20402174,132.2200628,0827-52-2811,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,525(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1546,和木美術館,ワキビジュツカン,山口県玖珂郡和木町和木町和木１丁目３－１,34.20290415,132.2200448,0827-54-1009,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,146(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1547,総合コミュニティセンター,ソウゴウコミュニティセンター,山口県玖珂郡和木町和木町和木２丁目１５－１,34.20720579,132.2216247,0827-52-2191,35321,山口県,玖珂郡和木町,1,1,1,1,1,,,,1,280(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1548,保健相談センター,ホケンソウダンセンター,山口県玖珂郡和木町和木町和木２丁目１５－１,34.20737881,132.2212519,0827-52-7290,35321,山口県,玖珂郡和木町,,1,,1,,,,,,80(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1549,総合福祉会館,ソウゴウフクシカイカン,山口県玖珂郡和木町和木町和木２丁目１５－２２,34.20750496,132.2216879,0827-52-8644,35321,山口県,玖珂郡和木町,1,1,1,1,1,,,,1,141(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1550,和木町１丁目集会所,ワキチョウ１チョウメシュウカイショ,山口県玖珂郡和木町和木町和木１丁目７－２４,34.20438981,132.2186924,0827-53-1907,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,74(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1551,和木町２丁目第１集会所,ワキチョウ２チョウメダイ１シュウカイショ,山口県玖珂郡和木町和木町和木２丁目６－３,34.20650218,132.2200534,0827-53-7705,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,28(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1552,和木町２丁目第２集会所,ワキチョウ２チョウメダイ２シュウカイショ,山口県玖珂郡和木町和木町和木２丁目７－４,34.20525624,132.221392,0827-53-2514,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,162(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1553,和木町２丁目第３集会所,ワキチョウ２チョウメダイ３シュウカイショ,山口県玖珂郡和木町和木町和木２丁目３－５,34.20243474,132.2230553,0827-53-5667,35321,山口県,玖珂郡和木町,1,,,1,1,,,,1,28(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1554,和木町３丁目第１集会所,ワキチョウ３チョウメダイ１シュウカイショ,山口県玖珂郡和木町和木町和木３丁目２－３０,34.20479647,132.2243516,0827-53-2458,35321,山口県,玖珂郡和木町,,,,1,,,,,1,154(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1555,和木町３丁目第２集会所,ワキチョウ３チョウメダイ２シュウカイショ,山口県玖珂郡和木町和木町和木３丁目１２－３０,34.2075084,132.2229462,0827-53-0848,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,356(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1556,和木町４丁目第２集会所,ワキチョウ４チョウメダイ２シュウカイショ,山口県玖珂郡和木町和木町和木４丁目９－１４,34.20599655,132.2277887,0827-52-1150,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,109(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1557,和木町５丁目集会所,ワキチョウ５チョウメシュウカイショ,山口県玖珂郡和木町和木町和木５丁目４－１９,34.20539618,132.2301278,0827-53-3184,35321,山口県,玖珂郡和木町,,1,,1,,,,,1,236(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1558,三井化学記念体育館,ミツイカガクキネンタイイクカン,山口県玖珂郡和木町和木町和木５丁目５－１３,34.20592266,132.2305618,―,35321,山口県,玖珂郡和木町,1,,,,,,,,,799(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1559,三井化学（株）和木社宅屋上,ミツイカガクカブワキシャタクオクジョウ,山口県玖珂郡和木町和木町和木２丁目４,34.20395697,132.2227325,―,35321,山口県,玖珂郡和木町,1,,,,,,,,,1360(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1560,JX日鉱エネルギー(株)和木寮,JXニッコウエネルギーカブワキリョウ,山口県玖珂郡和木町和木町和木３丁目２－３９,34.20433556,132.2246697,―,35321,山口県,玖珂郡和木町,1,,,,,,,,,149(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1561,瀬田遊園地,セタユウエンチ,山口県玖珂郡和木町和木町瀬田１丁目２,34.19672592,132.2102213,―,35321,山口県,玖珂郡和木町,,,1,1,1,,,,,915(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1562,坂根児童公園,サカネジドウコウエン,山口県玖珂郡和木町和木町瀬田２丁目６,34.19673355,132.2144278,―,35321,山口県,玖珂郡和木町,1,,1,1,1,,,,,800(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1563,旭ヶ丘遊園地,アサヒガオカユウエンチ,山口県玖珂郡和木町和木町瀬田１丁目５,34.19499873,132.2073597,―,35321,山口県,玖珂郡和木町,1,,1,1,1,,,,,310(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1564,つつじヶ丘団地第１公園,ツツジガオカダンチダイ１コウエン,山口県玖珂郡和木町和木町瀬田３丁目３,34.19801634,132.2189545,―,35321,山口県,玖珂郡和木町,1,1,1,1,1,,,,,253(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1565,つつじヶ丘団地第２公園,ツツジガオカダンチダイ２コウエン,山口県玖珂郡和木町和木町瀬田３丁目９,34.19655214,132.2181284,―,35321,山口県,玖珂郡和木町,1,1,1,1,1,,,,,672(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1566,公民館瀬田分館,コウミンカンセタブンカン,山口県玖珂郡和木町和木町瀬田２丁目９－３０,34.19706411,132.2112403,0827-52-2783,35321,山口県,玖珂郡和木町,,,1,,1,,,,1,780(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1567,大谷集会所,オオタニシュウカイショ,山口県玖珂郡和木町和木町字峠の下１３０－１,34.18308186,132.2060074,"0827-52-2135
(和木町役場)",35321,山口県,玖珂郡和木町,1,,1,1,1,,,,1,377(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1568,蜂ヶ峯総合公園,ハチガミネソウゴウコウエン,山口県玖珂郡和木町和木町瀬田紺屋作２６０－１,34.19250412,132.2206477,0827-52-3751,35321,山口県,玖珂郡和木町,1,1,1,1,1,,,,,7796(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1569,瀬田２丁目集会所,セタ２チョウメシュウカイショ,山口県玖珂郡和木町和木町瀬田２丁目６－３,34.19767788,132.2139236,0827-52-1227,35321,山口県,玖珂郡和木町,1,,1,1,1,,,,1,135(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1570,瀬田３丁目集会所,セタ３チョウメシュウカイショ,山口県玖珂郡和木町和木町瀬田３丁目１５－８,34.1990089,132.2182696,0827-52-8803,35321,山口県,玖珂郡和木町,1,,1,1,1,,,,1,418(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1571,瀬田４丁目集会所,セタ４チョウメシュウカイショ,山口県玖珂郡和木町和木町瀬田４丁目３－６,34.19302032,132.2240885,"0827-52-2136
(和木町役場)",35321,山口県,玖珂郡和木町,1,1,1,1,1,,,,1,40(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1572,関ヶ浜１丁目第１集会所,セキガハマ１チョウメダイ１シュウカイショ,山口県玖珂郡和木町和木町関ヶ浜１丁目７－３５,34.19882353,132.1982818,0827-53-1677,35321,山口県,玖珂郡和木町,1,,1,1,1,,,,1,35(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1573,関ヶ浜２丁目集会所,セキガハマ２チョウメシュウカイショ,山口県玖珂郡和木町和木町関ヶ浜２丁目５－３,34.20626022,132.2034215,0827-53-8035,35321,山口県,玖珂郡和木町,,1,1,1,1,,,,1,176(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1574,公民館関ヶ浜分館,コウミンカンセキガハマブンカン,山口県玖珂郡和木町和木町関ヶ浜１丁目６－３４,34.20102998,132.200401,0827-52-2931,35321,山口県,玖珂郡和木町,1,,1,,1,,,,1,375(2㎡あたり1人）,http://www.town.waki.lg.jp/bousai/hinanbasyo.html,
1575,上関小学校グラウンド,カミノセキショウガッコウグラウンド,山口県熊毛郡上関町長島250,33.83239704,132.1071029,0820-62-0054,35341,山口県,熊毛郡上関町,1,1,1,1,1,1,1,,,200(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1576,旧上関小学校グラウンド,キュウカミノセキショウガッコウグラウンド,山口県熊毛郡上関町長島448,33.83144133,132.1098391,,35341,山口県,熊毛郡上関町,1,1,1,1,1,1,1,,,200(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1577,上関小規模老人憩いの家（東集会所）,カミノセキショウキボロウジンイコイノイエ（ヒガシシュウカイショ）,山口県熊毛郡上関町長島583-19,33.83061131,132.1125795,,35341,山口県,熊毛郡上関町,1,1,,1,,,1,,,50(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1578,上関町福祉センター（上関地区館）,カミノセキチョウフクシセンター（カミノセキチクヤカタ）,山口県熊毛郡上関町長島4904,33.83085639,132.1126814,0820-62-0245,35341,山口県,熊毛郡上関町,1,1,,,,,1,,1,100(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1579,旧熊毛南高校上関分校グラウンド,キュウクマゲミナミコウコウカミノセキブンコウグラウンド,山口県熊毛郡上関町長島,33.82972571,132.1141467,,35341,山口県,熊毛郡上関町,1,1,1,1,1,1,1,,,200(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1580,白井田文化福祉センター（白井田分館）,シリセオデンブンカフクシセンター（シロセイデンブンカン）,山口県熊毛郡上関町長島3926,33.82063085,132.068619,0820-65-0111,35341,山口県,熊毛郡上関町,1,1,,1,,,1,,1,50(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1581,旧白井田小学校グラウンド,キュウシロセイデンショウガッコウグラウンド,山口県熊毛郡上関町長島3780,33.8182636,132.0696435,,35341,山口県,熊毛郡上関町,1,1,1,1,1,1,1,,,100(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1582,高齢者保健福祉センター,コウレイシャホケンフクシセンター,山口県熊毛郡上関町長島1561-1,33.81528448,132.0732362,0820-65-5113,35341,山口県,熊毛郡上関町,1,1,1,1,1,,1,,1,92(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1583,蒲井小規模老人憩いの家（蒲井分館）,カマイショウキボロウジンイコイノイエ（カマイブンカン）,山口県熊毛郡上関町長島1490,33.81526412,132.0775453,0820-65-0112,35341,山口県,熊毛郡上関町,1,1,1,1,1,,1,,,50(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1584,上関中学校（グラウンド）,カミノセキチュウガッコウ（グラウンド）,山口県熊毛郡上関町長島280,33.83364082,132.1076975,0820-65-0321,35341,山口県,熊毛郡上関町,1,1,1,1,1,1,1,,,500(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1585,上関中学校（屋内運動場）,カミノセキチュウガッコウ（オクナイウンドウジョウ）,山口県熊毛郡上関町長島280,33.83393492,132.1072791,0820-62-0321,35341,山口県,熊毛郡上関町,1,1,1,1,1,,1,,1,350(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1586,旧四代診療所,キュウヨシロシンリョウショ,山口県熊毛郡上関町長島2179-2,33.79266439,132.0545212,,35341,山口県,熊毛郡上関町,1,1,1,,1,,1,,,35(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1587,ひなの里よりあい館,ヒナノサトヨリアイカン,山口県熊毛郡上関町長島2179-4,33.7931408,132.0554971,,35341,山口県,熊毛郡上関町,1,1,,1,,,1,,,50(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1588,四代文化福祉館（四代分館）,ヨシロブンカフクシカン（ヨシロブンカン）,山口県熊毛郡上関町長島第2092,33.79334202,132.0551703,0820-65-0142,35341,山口県,熊毛郡上関町,1,1,1,,1,,1,,1,50(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1589,戸津つどい館,ヘツツドイカン,山口県熊毛郡上関町長島4723-1,33.84394872,132.0933757,0820-62-0184,35341,山口県,熊毛郡上関町,1,,,1,,,1,,1,100(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
1590,惣津ふれあい館,ソウツフレアイカン,山口県熊毛郡山口県上関町長島,33.8306927,132.1099625,,35341,山口県,熊毛郡上関町,1,,1,1,1,,1,,,40(㎡あたり基準未設定）,http://www.town.kaminoseki.lg.jp/%E9%81%BF%E9%9B%A3%E6%89%80.html,
