警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
下関,0480,負傷,000,001,国道191号,下関市,2019,11,27,17,59,4夜暮,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,75歳以上,55～64歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95973306,130.9196139,水曜,その他
長門,0027,負傷,000,001,国道191号,長門市,2019,11,27,21,27,5夜,雨,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.37553639,131.19543,水曜,その他
宇部,0344,負傷,000,001,市道,宇部市,2019,11,27,21,41,5夜,雨,市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,45～54歳,65～74歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95220833,131.3061003,水曜,その他
下松,0128,負傷,000,001,国道２号,下松市,2019,11,28,03,05,5夜,曇,非市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,車両相互,25～34歳,55～64歳,大型貨物,軽乗用,事業用,自家用,損傷なし,負傷,34.03195972,131.92783,木曜,その他
柳井,0129,負傷,000,001,市道,柳井市,2019,11,28,05,56,5夜,曇,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,25～34歳,01～24歳,軽乗用,小型二輪　251～400cc,自家用,自家用,損傷なし,負傷,33.96766861,132.1125722,木曜,その他
岩国,0257,負傷,000,001,国道２号,岩国市,2019,11,28,07,12,1昼明,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,35～44歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,34.1861975,132.2305508,木曜,その他
光,0153,負傷,000,001,国道２号,周南市,2019,11,28,08,37,2昼,雨,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04389278,131.9553797,木曜,その他
下関,0509,負傷,000,002,市道,下関市,2019,11,28,11,39,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,35～44歳,普通乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.96239361,130.9391136,木曜,その他
周南,0276,負傷,000,001,県道,周南市,2019,11,06,17,05,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,55～64歳,25～34歳,軽貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,34.07092944,131.7694408,水曜,その他
長府,0182,負傷,000,001,市道,下関市,2019,11,06,17,43,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.01439722,130.9971958,水曜,その他
宇部,0318,負傷,000,001,国道490号,宇部市,2019,11,06,19,43,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,01～24歳,45～54歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95951528,131.2610003,水曜,その他
山口南,0117,負傷,000,001,県道,山口市,2019,11,06,20,58,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,25～34歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.009805,131.3649981,水曜,その他
防府,0253,負傷,000,001,県道,防府市,2019,11,07,07,48,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,35～44歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.04601056,131.6084869,木曜,その他
柳井,0122,負傷,000,008,市道,柳井市,2019,11,07,08,00,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　小　小,直路,交差点内,車両相互,55～64歳,45～54歳,普通乗用,軽貨物,事業用,自家用,損傷なし,損傷なし,33.96422139,132.1198317,木曜,その他
下松,0124,負傷,000,001,市道,下松市,2019,11,07,08,13,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,45～54歳,01～24歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.03282139,131.9001519,木曜,その他
宇部,0317,負傷,000,001,その他(広場等),宇部市,2019,11,07,12,15,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,人対車両,55～64歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.93202056,131.2706319,木曜,その他
防府,0254,負傷,000,002,県道,防府市,2019,11,07,13,15,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,75歳以上,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.06794944,131.5556964,木曜,その他
山口,0226,負傷,000,002,国道９号,山口市,2019,11,07,15,54,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,65～74歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.20398667,131.5098933,木曜,その他
周南,0295,負傷,000,001,国道２号,周南市,2019,11,28,12,45,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,65～74歳,55～64歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.05293472,131.8243183,木曜,その他
光,0149,負傷,000,001,市道,周南市,2019,11,28,12,53,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　大　小,直路,交差点内,車両相互,45～54歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05495389,131.9557542,木曜,その他
下関,0501,負傷,000,001,市道,下関市,2019,11,28,14,59,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,01～24歳,55～64歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,33.92956944,130.9135061,木曜,その他
下関,0498,負傷,000,001,県道,下関市,2019,11,28,16,06,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,人対車両,45～54歳,55～64歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.01655306,130.9208308,木曜,その他
宇部,0339,負傷,000,001,市道,宇部市,2019,11,28,16,37,3昼暮,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,55～64歳,01～24歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.94440556,131.275605,木曜,その他
柳井,0132,負傷,000,001,県道,柳井市,2019,11,28,20,40,5夜,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,35～44歳,25～34歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.98711778,132.0983933,木曜,その他
山口,0005,負傷,000,001,市道,山口市,2018,11,29,08,52,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,01～24歳,75歳以上,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.16534444,131.4888289,木曜,その他
山口,0231,負傷,000,002,県道,山口市,2019,11,29,09,37,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,55～64歳,大型貨物,普通乗用,自家用,自家用,損傷なし,負傷,34.16109417,131.489185,金曜,その他
下関,0494,負傷,000,001,県道,下関市,2019,11,29,10,17,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.01297194,130.9235136,金曜,その他
周南,0311,負傷,000,001,県道,周南市,2019,11,29,16,34,3昼暮,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,人対車両,65～74歳,25～34歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.04343278,131.8158244,金曜,その他
山口,0227,負傷,000,001,国道９号,山口市,2019,11,29,17,37,4夜暮,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,カーブ右,単独（交差点付近を含む）,車両相互,75歳以上,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.24119389,131.5204136,金曜,その他
周南,0313,負傷,000,001,国道２号,周南市,2019,11,29,18,25,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,車両相互,75歳以上,01～24歳,軽貨物,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,負傷,34.05895389,131.8151944,金曜,その他
長府,0191,負傷,000,001,国道491号,下関市,2019,11,29,18,40,5夜,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,75歳以上,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04121639,131.013105,金曜,その他
下松,0130,負傷,000,001,市道,下松市,2019,11,29,18,45,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,25～34歳,25～34歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.02556583,131.8607317,金曜,その他
下関,0527,負傷,000,001,県道,下関市,2019,11,29,18,56,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,対象外当事者,その他,交差点　大　中,直路,交差点内,人対車両,45～54歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.98769667,130.9305725,金曜,その他
周南,0302,負傷,000,001,県道,周南市,2019,11,30,09,15,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,車両相互,01～24歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.03718167,131.8259078,土曜,その他
下松,0129,負傷,000,001,市道,下松市,2019,11,30,10,49,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,35～44歳,65～74歳,普通貨物,原付一種,自家用,自家用,損傷なし,負傷,34.0353825,131.8710669,土曜,その他
山口南,0126,負傷,000,001,国道２号,山口市,2019,11,30,12,37,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,車両相互,35～44歳,65～74歳,軽乗用,駆動補助装置付自転車,自家用,対象外当事者,損傷なし,負傷,34.08674611,131.4327681,土曜,その他
長府,0202,負傷,000,001,国道491号,下関市,2019,11,30,14,36,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　標準　反射式,表示あり,標識　規制なし,表示あり,交差点　中　小,直路,交差点内,車両相互,55～64歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.1200275,131.0321289,土曜,その他
光,0157,負傷,000,001,その他(幅員測定可),光市,2019,11,30,14,40,2昼,晴,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,人対車両,65～74歳,75歳以上,普通乗用,歩行者,事業用,対象外当事者,損傷なし,負傷,33.97496222,131.9160633,土曜,その他
岩国,0255,負傷,000,001,県道,岩国市,2019,11,30,14,45,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,車両相互,45～54歳,75歳以上,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.08315444,132.0814367,土曜,その他
光,0150,負傷,000,002,国道188号,光市,2019,11,30,15,00,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.97274278,131.919805,土曜,その他
宇部,0369,負傷,000,003,国道190号,宇部市,2019,11,30,15,20,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.94271444,131.2777803,土曜,その他
宇部,0338,死亡,001,000,市道,宇部市,2019,11,30,16,15,3昼暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,人対車両,65～74歳,75歳以上,軽貨物,歩行者,自家用,対象外当事者,損傷なし,死亡,33.94064333,131.2652236,土曜,その他
周南,0304,負傷,000,001,市道,周南市,2019,11,30,18,07,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,35～44歳,55～64歳,普通乗用,軽貨物,自家用,事業用,負傷,損傷なし,34.02729722,131.8373767,土曜,その他
光,0158,負傷,000,001,県道,光市,2019,11,30,18,18,5夜,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,単独（交差点付近を含む）,車両相互,45～54歳,55～64歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,34.02206333,131.9732619,土曜,その他
山口,0004,負傷,000,003,国道262号,山口市,2018,12,01,11,26,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,65～74歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.16052611,131.5164819,土曜,その他
周南,0305,負傷,000,001,県道,周南市,2019,12,01,12,08,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,25～34歳,25～34歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.07180222,131.7656825,日曜,その他
山口,0237,負傷,000,002,国道９号,山口市,2019,12,01,16,29,3昼暮,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,45～54歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.15886389,131.4366725,日曜,その他
山口南,0127,負傷,000,002,国道９号,山口市,2019,12,01,18,40,5夜,雨,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.11978139,131.4033506,日曜,その他
柳井,0002,負傷,000,001,県道,田布施町,2018,12,01,18,58,5夜,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,車両単独,01～24歳,不明,軽乗用,物件等,自家用,対象外当事者,損傷なし,対象外当事者,33.93840333,132.0350814,土曜,その他
山陽小野田,0127,負傷,000,002,国道２号,山陽小野田市,2019,12,01,20,04,5夜,雨,非市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,車両相互,25～34歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04354333,131.1136908,日曜,その他
防府,0283,負傷,000,001,市道,防府市,2019,12,02,07,03,1昼明,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,65～74歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.05626444,131.5755589,月曜,その他
周南,0300,負傷,000,001,市道,周南市,2019,12,02,08,01,1昼明,曇,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,車両相互,65～74歳,45～54歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.11907667,131.8679656,月曜,その他
宇部,0349,負傷,000,001,市道,宇部市,2019,12,02,15,14,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,車両相互,01～24歳,65～74歳,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,33.96336972,131.2375725,月曜,その他
周南,0301,負傷,000,001,その他(広場等),周南市,2019,12,02,16,15,3昼暮,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,人対車両,45～54歳,55～64歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.02862556,131.8418617,月曜,その他
柳井,0136,負傷,000,001,県道,柳井市,2019,12,02,17,20,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,55～64歳,65～74歳,軽貨物,軽貨物,自家用,自家用,損傷なし,負傷,33.98337278,132.0995678,月曜,その他
下関,0001,負傷,000,001,市道,下関市,2018,12,03,07,43,1昼明,雨,市街地,舗装　湿潤,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　小　小,直路,交差点内,人対車両,25～34歳,01～24歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.01031889,130.9563428,月曜,その他
下関,0005,負傷,000,001,市道,下関市,2018,12,03,09,37,2昼,雨,市街地,舗装　湿潤,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,35～44歳,35～44歳,普通乗用,原付二種　51～125cc,自家用,自家用,損傷なし,負傷,33.9961975,130.9401408,月曜,その他
防府,0280,負傷,000,001,国道２号,防府市,2019,12,03,17,52,4夜暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,損傷なし,34.06519222,131.4805786,火曜,その他
防府,0279,負傷,000,001,市道,防府市,2019,12,03,18,15,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,35～44歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.06696806,131.6010458,火曜,その他
宇部,0354,負傷,000,001,国道190号,宇部市,2019,12,03,19,10,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,35～44歳,25～34歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,33.95422111,131.2402361,火曜,その他
下関,0021,負傷,000,001,市道,下関市,2018,12,03,20,30,5夜,曇,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,車両相互,35～44歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.98773111,130.9305617,月曜,その他
下関,0493,負傷,000,001,県道,下関市,2019,12,03,21,04,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,人対車両,01～24歳,25～34歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.00746722,130.9438992,火曜,その他
山口,0233,負傷,000,002,国道262号,山口市,2019,12,04,08,03,1昼明,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,01～24歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.12115667,131.5301433,水曜,その他
宇部,0343,負傷,000,001,市道,宇部市,2019,12,04,08,39,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両相互,45～54歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,33.96188417,131.2546411,水曜,その他
宇部,0370,負傷,000,001,市道,宇部市,2019,12,04,08,53,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,軽乗用,軽貨物,自家用,自家用,負傷,損傷なし,33.97431972,131.2003358,水曜,その他
下関,0522,負傷,000,001,県道,下関市,2019,12,04,12,35,2昼,晴,市街地,舗装　乾燥,交差点付近,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,車両相互,65～74歳,75歳以上,普通乗用,軽貨物,自家用,自家用,損傷なし,負傷,33.94067056,130.9159853,水曜,その他
宇部,0346,負傷,000,001,県道,宇部市,2019,12,04,16,06,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,55～64歳,35～44歳,普通乗用,普通貨物,自家用,自家用,損傷なし,負傷,33.93777806,131.2838036,水曜,その他
防府,0281,負傷,000,001,県道,防府市,2019,12,04,17,10,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,車両単独,65～74歳,不明,普通乗用,物件等,事業用,対象外当事者,損傷なし,対象外当事者,34.06196333,131.55927,水曜,その他
長府,0197,負傷,000,001,その他(広場等),下関市,2019,12,04,18,05,5夜,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,人対車両,75歳以上,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.02110417,131.0042803,水曜,その他
防府,0276,負傷,000,001,市道,防府市,2019,12,04,18,10,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,人対車両,01～24歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.054025,131.5984497,水曜,その他
周南,0306,負傷,000,001,国道２号,周南市,2019,12,04,18,49,5夜,晴,非市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.07521639,131.6890692,水曜,その他
下関,0510,負傷,000,002,市道,下関市,2019,12,05,08,15,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,車両相互,75歳以上,25～34歳,軽乗用,軽乗用,自家用,自家用,負傷,負傷,34.00509389,130.9408231,木曜,その他
下関,0512,負傷,000,001,県道,下関市,2019,12,05,12,39,2昼,晴,市街地,舗装　湿潤,交差点,点滅３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　大,直路,交差点内,車両相互,75歳以上,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.00863472,130.9525942,木曜,その他
下関,0006,負傷,000,001,市道,下関市,2018,12,05,16,35,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　標準　反射式,表示あり,交差点　中　小,直路,交差点内,車両相互,35～44歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.95094056,130.9252753,水曜,その他
防府,0278,負傷,000,001,市道,防府市,2019,12,06,07,25,1昼明,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　標準　反射式,表示あり,交差点　中　中,直路,交差点内,車両相互,35～44歳,01～24歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.05745889,131.566475,金曜,その他
周南,0314,負傷,000,001,市道,周南市,2019,12,06,07,57,1昼明,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,カーブ右,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.07261222,131.6932025,金曜,その他
長府,0198,負傷,000,001,国道２号,下関市,2019,12,06,08,30,2昼,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,車両相互,55～64歳,55～64歳,普通貨物,普通貨物,自家用,自家用,損傷なし,損傷なし,34.0092675,130.9954333,金曜,その他
下関,0518,負傷,000,001,港湾道,下関市,2019,12,06,09,20,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,車両相互,25～34歳,65～74歳,普通乗用,小型特殊その他,自家用,対象外当事者,負傷,損傷なし,33.95021333,130.9361111,金曜,その他
