警察署,本票番号,事故内容,死者数,負傷者数,路線,市町村名,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,信号機,一時停止規制標識（当事者A）,一時停止規制表示（当事者A）,一時停止規制標識（当事者B）,一時停止規制表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,緯度,経度,曜日,祝日
防府,0245,負傷,000,001,市道,防府市,2020,12,11,13,10,2昼,曇,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,01～24歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.02347222,131.5574722,金曜,その他
防府,0235,負傷,000,001,市道,防府市,2020,12,11,13,25,2昼,曇,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,75歳以上,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.06638889,131.5653611,金曜,その他
防府,0237,負傷,000,001,国道262号,防府市,2020,12,11,19,27,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.08097222,131.5505278,金曜,その他
岩国,0217,負傷,000,001,市道,岩国市,2020,12,11,22,27,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.171225,132.2163611,金曜,その他
岩国,0017,負傷,000,001,県道,岩国市,2019,12,12,03,39,5夜,晴,非市街地,舗装　乾燥,交差点,点滅３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,55～64歳,35～44歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.02537778,132.0589867,木曜,その他
周南,0283,負傷,000,001,県道,周南市,2020,12,12,10,55,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,75歳以上,65～74歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.05222222,131.8043889,土曜,その他
山口,0175,負傷,000,001,市道,山口市,2020,12,12,14,17,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,55～64歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.15375,131.4417222,土曜,その他
岩国,0008,負傷,000,002,県道,岩国市,2019,12,12,15,10,2昼,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,45～54歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.16051111,132.2111311,木曜,その他
周南,0288,負傷,000,001,港湾道,周南市,2020,12,12,17,24,4夜暮,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,35～44歳,25～34歳,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.04752778,131.8010833,土曜,その他
山口,0005,負傷,000,001,市道,山口市,2019,12,13,09,08,2昼,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,75歳以上,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.17306306,131.4324244,金曜,その他
光,0135,負傷,000,001,その他(幅員測定可),光市,2020,12,13,09,56,2昼,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,人対車両,45～54歳,65～74歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.94083333,131.9682222,日曜,その他
山陽小野田,0001,負傷,000,001,国道190号,山陽小野田市,2019,12,13,12,03,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,大型貨物,軽乗用,事業用,自家用,損傷なし,負傷,34.00826083,131.1725892,金曜,その他
下関,0359,負傷,000,001,県道,下関市,2020,12,13,14,31,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,65～74歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.01769444,130.9441944,日曜,その他
美祢,0003,負傷,000,002,国道316号,美祢市,2019,12,13,15,25,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　標準　自発光式,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,65～74歳,35～44歳,普通乗用,軽二輪　126～250cc,自家用,自家用,負傷,負傷,34.15934667,131.200825,金曜,その他
岩国,0006,負傷,000,001,国道188号,岩国市,2019,12,13,17,56,4夜暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,35～44歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.15277722,132.2207994,金曜,その他
岩国,0013,負傷,000,002,国道２号,和木町,2019,12,14,02,45,5夜,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,中型貨物,中型貨物,事業用,事業用,損傷なし,負傷,34.2047475,132.2295008,土曜,その他
周南,0277,負傷,000,001,市道,周南市,2020,12,14,07,58,1昼明,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.04614778,131.8356572,月曜,その他
周南,0001,負傷,000,002,国道２号,周南市,2019,12,14,09,49,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04767389,131.8325103,土曜,その他
岩国,0224,負傷,000,001,県道,岩国市,2020,12,14,11,17,2昼,曇,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,75歳以上,大型乗用,軽乗用,事業用,自家用,損傷なし,損傷なし,34.04833556,132.2115333,月曜,その他
防府,0013,負傷,000,002,県道,防府市,2019,12,14,11,24,2昼,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.04223444,131.4811167,土曜,その他
下松,0005,負傷,000,002,市道,下松市,2019,12,14,13,47,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,65～74歳,01～24歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.0340375,131.8703625,土曜,その他
防府,0233,負傷,000,001,市道,防府市,2020,12,14,16,22,3昼暮,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.05069444,131.6015556,月曜,その他
防府,0234,負傷,000,001,国道262号,防府市,2020,12,14,17,45,4夜暮,曇,非市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.07183333,131.5543333,月曜,その他
岩国,0002,負傷,000,001,市道,岩国市,2019,12,14,17,49,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,75歳以上,原付一種,歩行者,自家用,対象外当事者,損傷なし,負傷,34.10270417,132.2022908,土曜,その他
岩国,0001,負傷,000,001,国道437号,岩国市,2019,12,14,17,51,4夜暮,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,カーブ左,交差点内,規制なし,人対車両,65～74歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.09809194,132.0889378,土曜,その他
周南,0002,負傷,000,002,市道,周南市,2019,12,14,18,11,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,65～74歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.04556583,131.8243658,土曜,その他
宇部,0086,負傷,000,001,国道490号,宇部市,2019,12,14,18,30,5夜,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両単独,45～54歳,不明,普通乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,34.16105861,131.3195817,土曜,その他
光,0003,負傷,000,001,市道,光市,2019,12,14,18,35,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,直路,交差点内,規制なし,人対車両,55～64歳,45～54歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95732972,131.9492069,土曜,その他
山口,0001,負傷,000,001,市道,山口市,2019,12,14,19,10,5夜,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,45～54歳,01～24歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.14743861,131.4627892,土曜,その他
山口,0183,負傷,000,001,市道,山口市,2020,12,15,07,15,1昼明,曇,市街地,舗装　乾燥,交差点,点滅１灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,35～44歳,35～44歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.16472083,131.4557567,火曜,その他
防府,0009,負傷,000,001,市道,防府市,2019,12,15,10,08,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,55～64歳,75歳以上,軽乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.0315325,131.4838494,日曜,その他
山陽小野田,0118,負傷,000,001,県道,山陽小野田市,2020,12,15,11,52,2昼,曇,市街地,舗装　乾燥,交差点付近,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,55～64歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.00433333,131.1774167,火曜,その他
山口,0184,負傷,000,001,市道,山口市,2020,12,15,17,37,4夜暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,対象外当事者,その他,交差点　中　小,直路,交差点内,規制なし,人対車両,01～24歳,45～54歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.16567167,131.45878,火曜,その他
小串,0046,死亡,001,000,県道,下関市,2020,12,15,17,38,4夜暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,25～34歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,死亡,34.28691667,130.9476528,火曜,その他
下松,0132,負傷,000,001,市道,下松市,2020,12,15,19,00,5夜,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,55～64歳,65～74歳,自転車,歩行者,対象外当事者,対象外当事者,損傷なし,負傷,34.02522222,131.8542222,火曜,その他
岩国,0007,負傷,000,001,国道188号,岩国市,2019,12,16,07,22,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,01～24歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.15994833,132.2079092,月曜,その他
柳井,0122,負傷,000,001,県道,柳井市,2020,12,16,07,24,1昼明,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,25～34歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.98352778,132.0994722,水曜,その他
岩国,0014,負傷,000,001,国道２号,岩国市,2019,12,16,09,04,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,75歳以上,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.17057722,132.2050044,月曜,その他
周南,0276,負傷,000,001,県道,周南市,2020,12,16,09,20,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,普通乗用,自転車,自家用,対象外当事者,損傷なし,負傷,34.07215417,131.7700161,水曜,その他
周南,0003,負傷,000,001,国道２号,周南市,2019,12,16,11,40,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,中型貨物,準中型貨物,自家用,自家用,損傷なし,損傷なし,34.05651833,131.81888,月曜,その他
美祢,0001,負傷,000,003,県道,美祢市,2019,12,16,13,32,2昼,晴,非市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,直路,交差点内,規制なし,車両相互,75歳以上,55～64歳,軽乗用,軽乗用,自家用,自家用,負傷,負傷,34.20965333,131.3008047,月曜,その他
山陽小野田,0002,負傷,000,002,国道２号,山陽小野田市,2019,12,16,14,11,2昼,晴,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,55～64歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.04574222,131.1244367,月曜,その他
宇部,0354,負傷,000,001,国道490号,宇部市,2020,12,16,15,36,2昼,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,75歳以上,準中型貨物,普通乗用,事業用,自家用,負傷,損傷なし,34.04325,131.2806667,水曜,その他
岩国,0009,負傷,000,001,市道,岩国市,2019,12,16,16,56,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示なし,対象外当事者,その他,交差点　小　小,直路,交差点内,規制なし,人対車両,25～34歳,75歳以上,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.1624325,132.1856561,月曜,その他
宇部,0085,負傷,000,004,国道490号,宇部市,2019,12,16,23,27,5夜,曇,非市街地,舗装　湿潤,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　小,直路,交差点内,規制なし,車両相互,01～24歳,45～54歳,普通乗用,普通乗用,自家用,自家用,負傷,損傷なし,33.95962778,131.2610417,月曜,その他
宇部,0353,負傷,000,001,国道190号,宇部市,2020,12,16,23,40,5夜,晴,市街地,舗装　乾燥,直路,点灯３灯式,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,55～64歳,普通乗用,普通貨物,自家用,自家用,負傷,損傷なし,33.97708333,131.2076389,水曜,その他
山口,0181,負傷,000,001,県道,山口市,2020,12,17,06,51,6夜明,曇,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,直路,交差点内,規制なし,人対車両,35～44歳,65～74歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.14870778,131.4330272,木曜,その他
下関,0355,負傷,000,001,市道,下関市,2020,12,17,08,18,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,45～54歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.98252778,130.9486389,木曜,その他
宇部,0011,負傷,000,001,国道490号,宇部市,2019,12,17,10,17,2昼,雨,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,25～34歳,軽貨物,軽貨物,自家用,自家用,損傷なし,負傷,34.0308775,131.2881917,火曜,その他
周南,0005,負傷,000,001,市道,周南市,2019,12,17,12,30,2昼,雨,非市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,75歳以上,軽貨物,歩行者,自家用,対象外当事者,損傷なし,負傷,34.07847333,131.7054294,火曜,その他
山口,0178,負傷,000,001,市道,山口市,2020,12,17,13,30,2昼,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,カーブ右,単独（交差点付近を含む）,規制なし,人対車両,65～74歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.19666667,131.5208333,木曜,その他
防府,0241,負傷,000,001,国道２号,防府市,2020,12,17,14,37,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両単独,55～64歳,不明,軽乗用,物件等,自家用,対象外当事者,負傷,対象外当事者,34.06536111,131.4773333,木曜,その他
宇部,0356,負傷,000,001,市道,宇部市,2020,12,17,16,33,3昼暮,曇,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　中　小,直路,交差点内,規制なし,車両相互,35～44歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.93530556,131.266,木曜,その他
防府,0031,負傷,000,001,市道,防府市,2019,12,17,17,46,4夜暮,雨,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,45～54歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.03305,131.5749297,火曜,その他
岩国,0219,負傷,000,001,国道２号,岩国市,2020,12,17,21,36,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,25～34歳,大型貨物,軽貨物,事業用,自家用,損傷なし,負傷,34.1801775,132.2306667,木曜,その他
岩国,0015,負傷,000,001,国道２号,岩国市,2019,12,17,23,52,5夜,曇,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　13.0m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,55～64歳,55～64歳,大型貨物,歩行者,事業用,対象外当事者,損傷なし,負傷,34.18508556,132.2307708,火曜,その他
岩国,0021,負傷,000,001,市道,岩国市,2019,12,18,01,40,5夜,曇,非市街地,舗装　湿潤,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ右,単独（交差点付近を含む）,規制なし,車両単独,55～64歳,不明,大型貨物,物件等,事業用,対象外当事者,負傷,対象外当事者,34.07668667,132.0743036,水曜,その他
下関,0352,負傷,000,002,その他(幅員測定可),下関市,2020,12,18,07,40,1昼明,晴,市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,45～54歳,25～34歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,33.93280556,130.9018056,金曜,その他
下松,0133,負傷,000,001,県道,下松市,2020,12,18,08,13,1昼明,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,35～44歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.015885,131.8464681,金曜,その他
下関,0009,負傷,000,001,市道,下関市,2019,12,18,08,28,2昼,曇,市街地,舗装　湿潤,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96816472,130.9298614,水曜,その他
岩国,0222,負傷,000,001,市道,岩国市,2020,12,18,09,14,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　大　中,直路,交差点内,規制なし,車両相互,01～24歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.17011111,132.1562778,金曜,その他
岩国,0223,負傷,000,002,市道,岩国市,2020,12,18,10,34,2昼,晴,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　小　小,直路,交差点内,規制なし,車両相互,45～54歳,65～74歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.09213889,132.0880278,金曜,その他
山口,0179,負傷,000,001,県道,山口市,2020,12,18,12,03,2昼,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,75歳以上,75歳以上,大型貨物,歩行者,事業用,対象外当事者,損傷なし,負傷,34.15784722,131.4927017,金曜,その他
防府,0238,負傷,000,001,市道,防府市,2020,12,18,14,43,2昼,晴,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　小,直路,交差点内,規制なし,人対車両,25～34歳,75歳以上,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.04786111,131.5864167,金曜,その他
下松,0134,負傷,000,001,市道,下松市,2020,12,18,17,32,4夜暮,晴,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,人対車両,35～44歳,65～74歳,原付一種,歩行者,自家用,対象外当事者,損傷なし,負傷,34.02301778,131.8650686,金曜,その他
岩国,0220,負傷,000,001,県道,岩国市,2020,12,18,18,00,4夜暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,65～74歳,65～74歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.131,132.1471944,金曜,その他
萩,0041,負傷,000,001,県道,萩市,2020,12,18,18,11,5夜,曇,市街地,舗装　乾燥,交差点,施設なし,標識　規制なし,表示なし,対象外当事者,その他,交差点　中　中,直路,交差点内,規制なし,人対車両,35～44歳,01～24歳,普通乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,34.39440944,131.4010481,金曜,その他
宇部,0008,負傷,000,001,市道,宇部市,2019,12,18,18,46,5夜,曇,市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,直路,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,75歳以上,普通乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.96354583,131.2730039,水曜,その他
山陽小野田,0007,負傷,000,001,国道２号,山陽小野田市,2019,12,18,20,07,5夜,曇,非市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　5.5m以上,カーブ左,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,45～54歳,大型貨物,普通乗用,事業用,自家用,損傷なし,負傷,34.04304806,131.1185033,水曜,その他
下関,0353,負傷,000,001,国道９号,下関市,2020,12,18,21,38,5夜,晴,市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,対象外当事者,その他,交差点　大　中,直路,交差点内,規制なし,人対車両,01～24歳,35～44歳,軽乗用,歩行者,自家用,対象外当事者,損傷なし,負傷,33.95144444,130.9293889,金曜,その他
長府,0181,負傷,000,001,市道,下関市,2020,12,19,07,50,1昼明,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,55～64歳,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,34.05430556,131.0558056,土曜,その他
柳井,0123,負傷,000,001,県道,柳井市,2020,12,19,11,25,2昼,晴,市街地,舗装　乾燥,カーブ,施設なし,対象外当事者,その他,対象外当事者,その他,単路　3.5m未満,カーブ右,単独（交差点付近を含む）,規制なし,車両相互,35～44歳,75歳以上,普通乗用,原付一種,自家用,自家用,損傷なし,負傷,33.96463889,132.1108333,土曜,その他
美祢,0004,負傷,000,001,県道,美祢市,2019,12,19,11,40,2昼,曇,非市街地,舗装　乾燥,その他,施設なし,対象外当事者,その他,対象外当事者,その他,一般交通の場所,その他,単独（交差点付近を含む）,規制なし,車両相互,55～64歳,75歳以上,普通貨物,軽貨物,自家用,自家用,負傷,損傷なし,34.15748194,131.3420489,木曜,その他
高速隊,0038,負傷,000,002,高速道路,周南市,2020,12,19,12,22,2昼,曇,非市街地,舗装　乾燥,交差点,点灯３灯式,標識　規制なし,表示なし,標識　規制なし,表示なし,交差点　中　中,カーブ左,交差点内,規制なし,車両相互,25～34歳,55～64歳,普通乗用,普通乗用,自家用,自家用,損傷なし,負傷,34.03924083,131.8449942,土曜,その他
防府,0243,負傷,000,001,国道２号,防府市,2020,12,19,16,30,3昼暮,晴,非市街地,舗装　乾燥,直路,施設なし,対象外当事者,その他,対象外当事者,その他,単路　9.0m以上,直路,単独（交差点付近を含む）,規制なし,車両相互,25～34歳,25～34歳,普通乗用,軽乗用,自家用,自家用,負傷,損傷なし,34.048,131.5114444,土曜,その他
柳井,0004,負傷,000,001,市道,柳井市,2019,12,19,16,54,3昼暮,晴,市街地,舗装　乾燥,交差点,施設なし,標識　標準　反射式,表示あり,標識　規制なし,表示なし,交差点　大　小,カーブ右,交差点内,規制なし,車両相互,35～44歳,75歳以上,軽乗用,軽乗用,自家用,自家用,損傷なし,負傷,33.97415722,132.0942561,木曜,その他
